CarID,Timestamp,lat,long,LastName,FirstName,CurrentEmploymentType,CurrentEmploymentTitle
13,08:10:05,36.06013334,24.90551817,Ferro,Inga,Security,Site Control
13,08:10:26,36.05928391,24.90488799,Ferro,Inga,Security,Site Control
13,08:10:48,36.05839444,24.90428607,Ferro,Inga,Security,Site Control
13,08:11:05,36.05770167,24.90377909,Ferro,Inga,Security,Site Control
13,08:11:25,36.05692523,24.90317924,Ferro,Inga,Security,Site Control
13,08:11:43,36.05614064,24.90268332,Ferro,Inga,Security,Site Control
13,08:12:00,36.05549262,24.90224463,Ferro,Inga,Security,Site Control
13,08:12:18,36.05482983,24.90168402,Ferro,Inga,Security,Site Control
13,08:24:06,36.05381196,24.90106097,Ferro,Inga,Security,Site Control
13,08:24:21,36.05328823,24.90062071,Ferro,Inga,Security,Site Control
13,08:24:33,36.05265752,24.90035832,Ferro,Inga,Security,Site Control
13,08:24:50,36.05192617,24.89948063,Ferro,Inga,Security,Site Control
13,08:25:09,36.05107535,24.89773788,Ferro,Inga,Security,Site Control
13,08:25:29,36.05039985,24.89594302,Ferro,Inga,Security,Site Control
13,08:25:41,36.05033109,24.89475948,Ferro,Inga,Security,Site Control
13,08:25:57,36.05034311,24.89315943,Ferro,Inga,Security,Site Control
13,08:26:10,36.05037926,24.89185309,Ferro,Inga,Security,Site Control
13,08:26:22,36.0503311,24.89064298,Ferro,Inga,Security,Site Control
13,08:26:37,36.05035538,24.88914453,Ferro,Inga,Security,Site Control
13,08:26:49,36.0503293,24.88793056,Ferro,Inga,Security,Site Control
13,08:27:01,36.05023174,24.88673962,Ferro,Inga,Security,Site Control
13,08:27:15,36.05015326,24.88535486,Ferro,Inga,Security,Site Control
13,08:27:25,36.05012106,24.88433834,Ferro,Inga,Security,Site Control
13,08:27:36,36.05012203,24.883250600000004,Ferro,Inga,Security,Site Control
13,08:27:47,36.05013992,24.8821501,Ferro,Inga,Security,Site Control
13,08:27:59,36.05000661,24.88116143,Ferro,Inga,Security,Site Control
13,08:28:10,36.04946536,24.88111238,Ferro,Inga,Security,Site Control
13,08:28:20,36.04914125,24.88091352,Ferro,Inga,Security,Site Control
13,08:28:30,36.04916847,24.88040401,Ferro,Inga,Security,Site Control
13,08:28:42,36.04921027,24.87980838,Ferro,Inga,Security,Site Control
13,08:28:55,36.0488195,24.87956844,Ferro,Inga,Security,Site Control
13,08:29:05,36.04832138,24.87957122,Ferro,Inga,Security,Site Control
13,11:51:03,36.04829428,24.87957746,Ferro,Inga,Security,Site Control
13,11:51:16,36.04943267,24.87956604,Ferro,Inga,Security,Site Control
13,11:51:32,36.05081452,24.87957187,Ferro,Inga,Security,Site Control
13,11:51:43,36.05179715,24.87957887,Ferro,Inga,Security,Site Control
13,11:51:53,36.05194292,24.88030368,Ferro,Inga,Security,Site Control
13,11:52:06,36.05238926,24.88110662,Ferro,Inga,Security,Site Control
13,11:52:21,36.05280964,24.88211513,Ferro,Inga,Security,Site Control
13,11:52:35,36.05276464,24.883322600000003,Ferro,Inga,Security,Site Control
13,11:52:46,36.05273134,24.88431066,Ferro,Inga,Security,Site Control
13,11:53:01,36.05275532,24.88562403,Ferro,Inga,Security,Site Control
13,11:53:18,36.05318352,24.88678674,Ferro,Inga,Security,Site Control
13,11:53:33,36.05445294,24.88679779,Ferro,Inga,Security,Site Control
13,11:53:47,36.05570924,24.88686479,Ferro,Inga,Security,Site Control
13,11:53:58,36.05666941,24.88688573,Ferro,Inga,Security,Site Control
13,11:54:08,36.05712765,24.887242800000006,Ferro,Inga,Security,Site Control
13,11:54:21,36.05804875,24.88746911,Ferro,Inga,Security,Site Control
13,11:54:36,36.05850875,24.88842707,Ferro,Inga,Security,Site Control
13,11:54:51,36.05860643,24.88972223,Ferro,Inga,Security,Site Control
13,11:55:01,36.0585262,24.89062768,Ferro,Inga,Security,Site Control
13,11:55:16,36.05856054,24.89194252,Ferro,Inga,Security,Site Control
13,11:55:33,36.05896701,24.89276057,Ferro,Inga,Security,Site Control
13,12:33:10,36.05944957,24.89218087,Ferro,Inga,Security,Site Control
13,12:33:24,36.05982699,24.89136285,Ferro,Inga,Security,Site Control
13,12:33:43,36.0599338,24.88982706,Ferro,Inga,Security,Site Control
13,12:34:12,36.0621584,24.88961033,Ferro,Inga,Security,Site Control
13,12:34:26,36.06214538,24.88842964,Ferro,Inga,Security,Site Control
13,12:34:42,36.06215829,24.88697306,Ferro,Inga,Security,Site Control
13,12:34:58,36.06216469,24.88560832,Ferro,Inga,Security,Site Control
13,12:35:13,36.062208,24.8843108,Ferro,Inga,Security,Site Control
13,12:35:25,36.06222808,24.88328278,Ferro,Inga,Security,Site Control
13,12:35:38,36.06221721,24.88213469,Ferro,Inga,Security,Site Control
13,12:35:52,36.06206478,24.88093874,Ferro,Inga,Security,Site Control
13,12:36:04,36.06202639999999,24.8798244,Ferro,Inga,Security,Site Control
13,12:36:20,36.06205256,24.87845082,Ferro,Inga,Security,Site Control
13,12:36:34,36.06207549,24.87720382,Ferro,Inga,Security,Site Control
13,12:36:46,36.06201397,24.8761656,Ferro,Inga,Security,Site Control
13,12:37:04,36.0620105,24.87465874,Ferro,Inga,Security,Site Control
13,12:37:20,36.06206623,24.87321752,Ferro,Inga,Security,Site Control
13,12:37:34,36.06209887,24.87201706,Ferro,Inga,Security,Site Control
13,12:37:48,36.06202763,24.87078957,Ferro,Inga,Security,Site Control
13,12:38:04,36.06201509,24.86942117,Ferro,Inga,Security,Site Control
13,12:38:18,36.06208614,24.86820788,Ferro,Inga,Security,Site Control
13,12:38:33,36.06204924,24.86685642,Ferro,Inga,Security,Site Control
13,12:38:50,36.06206747,24.86541973,Ferro,Inga,Security,Site Control
13,12:39:08,36.06198344,24.86378759,Ferro,Inga,Security,Site Control
13,12:39:22,36.0619824,24.8626263,Ferro,Inga,Security,Site Control
13,12:39:41,36.06198999,24.86093128,Ferro,Inga,Security,Site Control
13,12:39:59,36.06197388,24.85934496,Ferro,Inga,Security,Site Control
13,12:40:20,36.06204096,24.85757842,Ferro,Inga,Security,Site Control
13,12:40:34,36.06203529999999,24.85632471,Ferro,Inga,Security,Site Control
13,12:40:48,36.06203001,24.85514235,Ferro,Inga,Security,Site Control
13,12:41:09,36.06207823,24.85326585,Ferro,Inga,Security,Site Control
13,12:41:23,36.06209094,24.85202716,Ferro,Inga,Security,Site Control
13,12:41:41,36.06255699,24.85100814,Ferro,Inga,Security,Site Control
13,13:53:01,36.06340597,24.85098763,Ferro,Inga,Security,Site Control
13,13:53:19,36.06203838,24.85124382,Ferro,Inga,Security,Site Control
13,13:53:31,36.06208801,24.8523259,Ferro,Inga,Security,Site Control
13,13:53:54,36.0620816,24.8543095,Ferro,Inga,Security,Site Control
13,13:54:11,36.06202764,24.85583043,Ferro,Inga,Security,Site Control
13,13:54:31,36.06098029,24.85652024,Ferro,Inga,Security,Site Control
13,13:54:47,36.0595648,24.85649428,Ferro,Inga,Security,Site Control
13,13:55:08,36.05857985,24.85741676,Ferro,Inga,Security,Site Control
13,13:55:28,36.05852516,24.85912843,Ferro,Inga,Security,Site Control
13,13:55:51,36.05675879,24.85950612,Ferro,Inga,Security,Site Control
13,13:56:14,36.05663587,24.86141728,Ferro,Inga,Security,Site Control
13,13:56:31,36.05664399,24.86287105,Ferro,Inga,Security,Site Control
13,13:56:49,36.05670870000001,24.86447915,Ferro,Inga,Security,Site Control
13,13:57:15,36.05669671,24.86677244,Ferro,Inga,Security,Site Control
13,13:57:32,36.05668495,24.86824041,Ferro,Inga,Security,Site Control
13,13:57:49,36.05669551,24.86970122,Ferro,Inga,Security,Site Control
13,13:58:02,36.05666388,24.87080987,Ferro,Inga,Security,Site Control
13,13:58:18,36.05580543,24.87149065,Ferro,Inga,Security,Site Control
13,13:58:33,36.05574064,24.87274579,Ferro,Inga,Security,Site Control
13,13:58:47,36.05574727,24.87392496,Ferro,Inga,Security,Site Control
13,13:58:58,36.05574835,24.87489954,Ferro,Inga,Security,Site Control
13,13:59:11,36.05575416,24.87605561,Ferro,Inga,Security,Site Control
13,13:59:28,36.05439852,24.87617436,Ferro,Inga,Security,Site Control
13,13:59:39,36.05346727,24.87631538,Ferro,Inga,Security,Site Control
13,13:59:50,36.05250719,24.87650151,Ferro,Inga,Security,Site Control
13,14:00:01,36.0519221,24.87697077,Ferro,Inga,Security,Site Control
13,14:00:12,36.0519232,24.87790689,Ferro,Inga,Security,Site Control
13,14:00:24,36.05193395,24.87897069,Ferro,Inga,Security,Site Control
13,14:00:34,36.05169653,24.87957167,Ferro,Inga,Security,Site Control
13,14:00:46,36.05064012,24.87958989,Ferro,Inga,Security,Site Control
13,14:00:58,36.04959664,24.8795767,Ferro,Inga,Security,Site Control
13,14:01:08,36.04870587,24.87957051,Ferro,Inga,Security,Site Control
13,17:48:02,36.04820431,24.87957133,Ferro,Inga,Security,Site Control
13,17:48:12,36.04907553,24.87957997,Ferro,Inga,Security,Site Control
13,17:48:22,36.04918842,24.88028579,Ferro,Inga,Security,Site Control
13,17:48:32,36.04922684,24.88108277,Ferro,Inga,Security,Site Control
13,17:48:42,36.05007732,24.88116116,Ferro,Inga,Security,Site Control
13,17:48:53,36.05012828,24.88271187,Ferro,Inga,Security,Site Control
13,17:49:03,36.0501313,24.88422167,Ferro,Inga,Security,Site Control
13,17:49:14,36.05018079,24.88585312,Ferro,Inga,Security,Site Control
13,17:49:26,36.05032817,24.8876746,Ferro,Inga,Security,Site Control
13,17:49:41,36.05034394,24.88987319,Ferro,Inga,Security,Site Control
13,17:49:53,36.05036457,24.89168826,Ferro,Inga,Security,Site Control
13,17:50:05,36.05040471,24.89352771,Ferro,Inga,Security,Site Control
13,17:50:19,36.05033542,24.89555389,Ferro,Inga,Security,Site Control
13,17:50:36,36.05116209,24.89800963,Ferro,Inga,Security,Site Control
13,17:50:52,36.05228406,24.90013581,Ferro,Inga,Security,Site Control
13,17:51:09,36.05358072,24.9008582,Ferro,Inga,Security,Site Control
13,17:51:27,36.05489573,24.90182156,Ferro,Inga,Security,Site Control
13,17:51:48,36.05640112,24.90285514,Ferro,Inga,Security,Site Control
13,17:52:14,36.05822105,24.9041731,Ferro,Inga,Security,Site Control
13,17:52:36,36.05974877,24.90524677,Ferro,Inga,Security,Site Control
13,19:12:13,36.05941235,24.90495953,Ferro,Inga,Security,Site Control
13,19:12:36,36.05783126,24.90387122,Ferro,Inga,Security,Site Control
13,19:12:58,36.05619481,24.90276449,Ferro,Inga,Security,Site Control
13,20:22:09,36.05651208,24.90287843,Ferro,Inga,Security,Site Control
13,20:22:32,36.05812027,24.9041047,Ferro,Inga,Security,Site Control
13,20:22:52,36.05957115,24.9050674,Ferro,Inga,Security,Site Control
