CarID,Timestamp,lat,long,LastName,FirstName,CurrentEmploymentType,CurrentEmploymentTitle
14,07:41:08,36.06301322,24.89591248,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:41:25,36.06241423,24.89537339,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:41:45,36.06167848,24.89469881,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:42:13,36.06055383,24.89384756,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:42:32,36.05975544,24.89334129,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:42:47,36.059106,24.89295608,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:43:01,36.05912114,24.89233154,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:43:18,36.05849201,24.89212527,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:43:31,36.05851129999999,24.89144906,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:43:46,36.05854419,24.89076811,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:43:59,36.05856021,24.89008153,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:44:15,36.05857533,24.88932749,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:44:26,36.05854734,24.88875338,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:44:41,36.05852339,24.88798689,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:44:55,36.05827079,24.88749222,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:45:09,36.05755007,24.88748925,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:45:29,36.05654737,24.88753014,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:45:40,36.05600681,24.88749202,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:45:52,36.055967,24.88697244,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:46:03,36.05548252,24.88684666,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:46:15,36.05483561,24.8868118,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:46:28,36.05423178,24.88681244,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:46:42,36.05352339,24.88676798,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:46:54,36.05292134,24.88675251,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:47:07,36.05272368,24.88620637,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:47:18,36.05274528,24.88567131,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:47:30,36.05274972,24.88503925,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:47:43,36.05276636,24.88439956,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:47:54,36.05275433,24.8838547,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:48:06,36.05278428,24.88323367,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:48:16,36.05280462,24.88277298,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:48:29,36.05282512,24.88209338,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:48:41,36.05275893,24.8815034,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:48:51,36.05256691,24.88113948,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:49:01,36.05209448,24.88101613,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:49:11,36.05194211,24.88064035,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:49:22,36.05195088,24.88007717,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:49:33,36.05189328,24.87959409,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:49:44,36.05135738,24.87958015,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:49:57,36.05069319,24.87957722,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:50:07,36.05019458,24.87957532,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:50:17,36.04970745,24.87957978,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:50:28,36.04914968,24.87958257,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:50:40,36.04855226,24.87956624,Dedos,Lidelse,Engineering,Engineering Group Manager
14,07:50:50,36.04804571,24.87956915,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:03:08,36.0487209,24.87957347,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:03:19,36.04968282,24.87958387,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:03:29,36.05055399,24.87958483,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:03:39,36.05102191,24.87919187,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:03:49,36.05103615,24.87830377,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:04:00,36.05104723,24.87734266,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:04:11,36.0512221,24.87658599,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:04:22,36.05218112,24.87655922,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:04:32,36.05306124,24.87644103,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:04:43,36.05395861,24.87620774,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:04:59,36.0553828,24.87619123,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:05:11,36.05573984,24.87548355,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:05:21,36.05572646,24.87460905,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:05:33,36.05576261,24.87355619,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:05:45,36.05572966,24.87253376,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:05:58,36.05584101,24.87144555,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:06:09,36.05666104,24.87124815,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:06:21,36.05667569,24.87023462,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:06:32,36.05664422,24.86928115,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:06:54,36.05669198,24.86734177,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:07:09,36.05664377,24.86606997,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:07:27,36.05664948,24.86446189,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:07:47,36.05669093,24.86268705,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:08:10,36.05667446,24.86067673,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:08:28,36.05709335,24.85950491,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:08:59,36.05853887,24.85813439,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:09:19,36.05868618,24.85651668,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:09:43,36.06076725,24.85647856,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:10:03,36.06202059,24.85595763,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:10:23,36.06297169,24.85511162,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:10:44,36.06477945,24.8551097,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:10:58,36.06565104,24.85465259,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:11:10,36.06573871,24.85360077,Dedos,Lidelse,Engineering,Engineering Group Manager
14,12:11:21,36.06580101,24.85263998,Dedos,Lidelse,Engineering,Engineering Group Manager
14,13:42:04,36.06580581,24.85272834,Dedos,Lidelse,Engineering,Engineering Group Manager
14,13:42:15,36.06573621,24.85367035,Dedos,Lidelse,Engineering,Engineering Group Manager
14,13:42:29,36.06565692,24.85491377,Dedos,Lidelse,Engineering,Engineering Group Manager
14,13:42:43,36.06452207,24.85506966,Dedos,Lidelse,Engineering,Engineering Group Manager
14,13:42:55,36.06346307,24.85512182,Dedos,Lidelse,Engineering,Engineering Group Manager
