CarID,Timestamp,lat,long,LastName,FirstName,CurrentEmploymentType,CurrentEmploymentTitle
27,12:57:09,36.06853601,24.88431395,Orilla,Kare,Engineering,Drill Technician
27,12:57:35,36.06648364,24.88456996,Orilla,Kare,Engineering,Drill Technician
27,12:57:45,36.06645427,24.8855035,Orilla,Kare,Engineering,Drill Technician
27,12:58:00,36.06562486,24.88591558,Orilla,Kare,Engineering,Drill Technician
27,12:58:14,36.06466704,24.8860956,Orilla,Kare,Engineering,Drill Technician
27,12:58:37,36.06362741,24.88725918,Orilla,Kare,Engineering,Drill Technician
27,12:58:53,36.06246783,24.88767223,Orilla,Kare,Engineering,Drill Technician
27,12:59:08,36.06214406,24.88865626,Orilla,Kare,Engineering,Drill Technician
27,12:59:21,36.06212979,24.8898187,Orilla,Kare,Engineering,Drill Technician
27,12:59:40,36.06064094,24.88985719,Orilla,Kare,Engineering,Drill Technician
27,12:59:57,36.05979564,24.89055293,Orilla,Kare,Engineering,Drill Technician
27,13:00:20,36.05857741,24.89132156,Orilla,Kare,Engineering,Drill Technician
27,13:00:42,36.05745036,24.89217607,Orilla,Kare,Engineering,Drill Technician
27,13:01:02,36.05652183,24.89350231,Orilla,Kare,Engineering,Drill Technician
27,13:01:24,36.05596279,24.89532588,Orilla,Kare,Engineering,Drill Technician
27,13:01:46,36.05539025,24.89710193,Orilla,Kare,Engineering,Drill Technician
27,13:01:56,36.05508265,24.89794241,Orilla,Kare,Engineering,Drill Technician
27,13:02:19,36.05448474,24.89991565,Orilla,Kare,Engineering,Drill Technician
27,14:27:17,36.05490107,24.89845974,Orilla,Kare,Engineering,Drill Technician
27,14:27:45,36.05571124,24.89619253,Orilla,Kare,Engineering,Drill Technician
27,14:28:09,36.05632518,24.89418281,Orilla,Kare,Engineering,Drill Technician
27,14:28:23,36.05671325,24.89307541,Orilla,Kare,Engineering,Drill Technician
27,14:28:46,36.05819932,24.89217331,Orilla,Kare,Engineering,Drill Technician
27,14:29:01,36.05854099,24.89120868,Orilla,Kare,Engineering,Drill Technician
27,14:29:26,36.05983897,24.89026929,Orilla,Kare,Engineering,Drill Technician
27,14:29:48,36.06139415,24.88982549,Orilla,Kare,Engineering,Drill Technician
27,14:30:03,36.06214467,24.88941825,Orilla,Kare,Engineering,Drill Technician
27,14:30:22,36.06217775,24.88777955,Orilla,Kare,Engineering,Drill Technician
27,14:30:37,36.06335139,24.88757234,Orilla,Kare,Engineering,Drill Technician
27,14:30:56,36.06461883,24.88688973,Orilla,Kare,Engineering,Drill Technician
27,14:31:15,36.06525497,24.88593622,Orilla,Kare,Engineering,Drill Technician
27,14:31:32,36.06641729,24.88564539,Orilla,Kare,Engineering,Drill Technician
27,14:31:57,36.06727906,24.88434061,Orilla,Kare,Engineering,Drill Technician
27,14:32:09,36.06840064,24.88434663,Orilla,Kare,Engineering,Drill Technician
